Vastus medialis (mV)	Time (ms)
0.0037	0.177
0.0015	0.178
-0.0008	0.179
-0.0008	0.18
-0.0015	0.181
0.0045	0.182
0.0082	0.183
0.009	0.184
0.0105	0.185
0.0097	0.186
0.0045	0.187
-0.0046	0.188
-0.0091	0.189
-0.0105	0.19
-0.0083	0.191
-0.0015	0.192
0.003	0.193
0.009	0.194
0.0105	0.195
0.0082	0.196
0.0067	0.197
-0.0023	0.198
-0.0135	0.199
-0.0188	0.2
-0.0188	0.201
-0.0053	0.202
0.0165	0.203
0.0352	0.204
0.0397	0.205
0.0322	0.206
0.0217	0.207
0.0105	0.208
0.0082	0.209
-0.0015	0.21
-0.0158	0.211
-0.0218	0.212
-0.0218	0.213
-0.0203	0.214
-0.0165	0.215
-0.0113	0.216
-0.0075	0.217
-0.0038	0.218
0.003	0.219
0.0067	0.22
0.0067	0.221
0.009	0.222
0.0112	0.223
0.0105	0.224
0.0142	0.225
0.0142	0.226
0.0082	0.227
0.003	0.228
-0.0046	0.229
-0.0113	0.23
-0.015	0.231
-0.012	0.232
-0.0083	0.233
-0.0068	0.234
-0.0068	0.235
-0.003	0.236
0.0067	0.237
0.0127	0.238
0.0127	0.239
0.006	0.24
-0.003	0.241
-0.0068	0.242
-0.0015	0.243
0.0037	0.244
0.0007	0.245
-0.003	0.246
-0.0083	0.247
-0.0135	0.248
-0.0158	0.249
-0.015	0.25
-0.006	0.251
0.0075	0.252
0.0157	0.253
0.0232	0.254
0.0247	0.255
0.0232	0.256
0.0307	0.257
0.036	0.258
0.0217	0.259
-0.0038	0.26
-0.0278	0.261
-0.042	0.262
-0.0383	0.263
-0.024	0.264
-0.0053	0.265
0.0075	0.266
0.0007	0.267
-0.0091	0.268
-0.0098	0.269
-0.0008	0.27
0.0157	0.271
0.027	0.272
0.0315	0.273
0.0262	0.274
0.0127	0.275
0.0045	0.276
0.0045	0.277
0.0075	0.278
0.0165	0.279
0.015	0.28
0.0015	0.281
-0.0083	0.282
-0.0143	0.283
-0.015	0.284
-0.0128	0.285
-0.0046	0.286
0.0082	0.287
0.009	0.288
0.0105	0.289
0.0082	0.29
0.0037	0.291
0.0045	0.292
0.003	0.293
0.0045	0.294
0.0037	0.295
-0.003	0.296
-0.0105	0.297
-0.0128	0.298
-0.0091	0.299
-0.0038	0.3
-0.0008	0.301
-0.003	0.302
0.0037	0.303
0.0037	0.304
-0.003	0.305
-0.0068	0.306
-0.0158	0.307
-0.0203	0.308
-0.0218	0.309
-0.0181	0.31
-0.0075	0.311
0.0082	0.312
0.018	0.313
0.0217	0.314
0.033	0.315
0.0465	0.316
0.0502	0.317
0.0345	0.318
0.0195	0.319
0.0097	0.32
-0.0038	0.321
-0.0091	0.322
-0.0128	0.323
-0.015	0.324
-0.012	0.325
-0.0091	0.326
-0.0105	0.327
-0.0105	0.328
-0.0068	0.329
-0.0046	0.33
-0.0046	0.331
-0.0075	0.332
-0.0143	0.333
-0.0165	0.334
-0.0135	0.335
-0.0083	0.336
-0.0008	0.337
0.0067	0.338
0.0097	0.339
0.009	0.34
0.0045	0.341
-0.0008	0.342
-0.0008	0.343
-0.0053	0.344
-0.0098	0.345
-0.003	0.346
0.0045	0.347
0.0097	0.348
0.012	0.349
0.0052	0.35
-0.003	0.351
-0.003	0.352
0.0105	0.353
0.0337	0.354
0.0397	0.355
0.0487	0.356
0.0525	0.357
0.0225	0.358
-0.0083	0.359
-0.0458	0.36
-0.0728	0.361
-0.0608	0.362
-0.0398	0.363
-0.0091	0.364
0.0172	0.365
0.024	0.366
0.033	0.367
0.03	0.368
0.0082	0.369
-0.0128	0.37
-0.0218	0.371
-0.012	0.372
0.0015	0.373
0.0142	0.374
0.0277	0.375
0.0292	0.376
0.0225	0.377
0.0127	0.378
-0.0015	0.379
-0.0128	0.38
-0.024	0.381
-0.0308	0.382
-0.0218	0.383
-0.0128	0.384
0.0015	0.385
0.021	0.386
0.0307	0.387
0.0345	0.388
0.033	0.389
0.027	0.39
0.0112	0.391
-0.006	0.392
-0.0098	0.393
-0.0083	0.394
-0.0053	0.395
-0.0015	0.396
-0.0015	0.397
-0.0023	0.398
-0.0083	0.399
-0.0143	0.4
-0.0143	0.401
-0.0128	0.402
-0.015	0.403
-0.0188	0.404
-0.0165	0.405
-0.0248	0.406
-0.033	0.407
-0.0263	0.408
-0.0181	0.409
-0.003	0.41
0.0202	0.411
0.0495	0.412
0.075	0.413
0.0787	0.414
0.0637	0.415
0.0345	0.416
0.0105	0.417
0.0007	0.418
-0.006	0.419
-0.0046	0.42
-0.0008	0.421
-0.006	0.422
-0.0218	0.423
-0.0315	0.424
-0.0308	0.425
-0.0256	0.426
-0.0165	0.427
-0.012	0.428
0.0007	0.429
0.0097	0.43
0.0075	0.431
0.0	0.432
-0.0091	0.433
0.0045	0.434
0.021	0.435
0.03	0.436
0.0345	0.437
0.0247	0.438
0.0165	0.439
0.0075	0.44
-0.0195	0.441
-0.033	0.442
-0.0263	0.443
-0.0173	0.444
-0.0165	0.445
-0.0233	0.446
-0.0203	0.447
-0.0128	0.448
-0.012	0.449
-0.0143	0.45
-0.0143	0.451
-0.0091	0.452
0.003	0.453
0.0202	0.454
0.0262	0.455
0.0277	0.456
0.0217	0.457
0.0157	0.458
0.012	0.459
0.0015	0.46
0.0015	0.461
0.0195	0.462
0.0345	0.463
0.0277	0.464
0.0052	0.465
-0.0203	0.466
-0.0405	0.467
-0.0428	0.468
-0.0256	0.469
-0.0008	0.47
0.0142	0.471
0.0165	0.472
0.0082	0.473
-0.0053	0.474
-0.0158	0.475
-0.0143	0.476
0.0007	0.477
0.0142	0.478
0.021	0.479
0.0255	0.48
0.0292	0.481
0.0315	0.482
0.0292	0.483
0.0202	0.484
0.012	0.485
0.003	0.486
-0.0083	0.487
-0.012	0.488
-0.0105	0.489
-0.0068	0.49
0.0015	0.491
0.0075	0.492
0.0	0.493
-0.0091	0.494
-0.0158	0.495
-0.0233	0.496
-0.0165	0.497
-0.003	0.498
0.0	0.499
-0.0008	0.5
-0.003	0.501
-0.0038	0.502
0.0045	0.503
0.0052	0.504
0.0015	0.505
0.003	0.506
-0.0023	0.507
-0.0053	0.508
0.0105	0.509
0.036	0.51
0.039	0.511
0.0292	0.512
0.027	0.513
0.0202	0.514
0.003	0.515
-0.0135	0.516
-0.0256	0.517
-0.0368	0.518
-0.0375	0.519
-0.0285	0.52
-0.0181	0.521
-0.0218	0.522
-0.0346	0.523
-0.0383	0.524
-0.0361	0.525
-0.0158	0.526
0.0202	0.527
0.0465	0.528
0.0637	0.529
0.0622	0.53
0.0502	0.531
0.0405	0.532
0.0195	0.533
0.0015	0.534
-0.0053	0.535
-0.012	0.536
-0.0113	0.537
-0.0143	0.538
-0.0158	0.539
-0.0143	0.54
-0.0143	0.541
-0.003	0.542
0.006	0.543
0.003	0.544
-0.0008	0.545
-0.0098	0.546
-0.0218	0.547
-0.0165	0.548
-0.0008	0.549
0.0195	0.55
0.0322	0.551
0.0345	0.552
0.0315	0.553
0.0187	0.554
0.0015	0.555
-0.012	0.556
-0.0195	0.557
-0.021	0.558
-0.024	0.559
-0.0278	0.56
-0.0338	0.561
-0.0308	0.562
-0.0165	0.563
-0.0046	0.564
0.0255	0.565
0.045	0.566
0.039	0.567
0.036	0.568
0.033	0.569
0.042	0.57
0.039	0.571
0.0157	0.572
-0.0105	0.573
-0.0346	0.574
-0.0293	0.575
-0.0188	0.576
-0.0053	0.577
0.0255	0.578
0.0532	0.579
0.0607	0.58
0.0442	0.581
0.0195	0.582
-0.0165	0.583
-0.042	0.584
-0.0525	0.585
-0.0503	0.586
-0.0293	0.587
-0.0195	0.588
-0.0053	0.589
0.006	0.59
0.0067	0.591
0.006	0.592
0.0	0.593
0.0052	0.594
0.0045	0.595
-0.0113	0.596
-0.0278	0.597
-0.0315	0.598
-0.0225	0.599
-0.0143	0.6
-0.0038	0.601
0.0007	0.602
-0.0091	0.603
-0.0128	0.604
-0.0075	0.605
-0.003	0.606
0.0022	0.607
0.0217	0.608
0.051	0.609
0.0652	0.61
0.0712	0.611
0.0825	0.612
0.0667	0.613
0.0397	0.614
0.0112	0.615
-0.0225	0.616
-0.039	0.617
-0.054	0.618
-0.0578	0.619
-0.0473	0.62
-0.0405	0.621
-0.0293	0.622
-0.024	0.623
-0.0195	0.624
-0.0165	0.625
-0.0181	0.626
-0.0105	0.627
0.0	0.628
0.0135	0.629
0.024	0.63
0.03	0.631
0.0255	0.632
0.0067	0.633
0.0007	0.634
-0.0015	0.635
0.0037	0.636
0.0105	0.637
0.0037	0.638
0.0007	0.639
0.012	0.64
0.0315	0.641
0.0457	0.642
0.0412	0.643
0.0232	0.644
0.0015	0.645
-0.0165	0.646
-0.0315	0.647
-0.0285	0.648
-0.0225	0.649
-0.0181	0.65
-0.006	0.651
0.003	0.652
0.0052	0.653
-0.0105	0.654
-0.024	0.655
-0.021	0.656
-0.0075	0.657
0.0202	0.658
0.0315	0.659
0.0187	0.66
0.0045	0.661
0.006	0.662
0.0112	0.663
0.018	0.664
0.0202	0.665
0.0097	0.666
0.0067	0.667
0.0112	0.668
0.0127	0.669
0.0067	0.67
0.0135	0.671
0.0202	0.672
0.0007	0.673
-0.012	0.674
-0.027	0.675
-0.039	0.676
-0.0405	0.677
-0.039	0.678
-0.0195	0.679
0.009	0.68
0.039	0.681
0.0532	0.682
0.0547	0.683
0.0495	0.684
0.0157	0.685
-0.0181	0.686
-0.0278	0.687
-0.0278	0.688
-0.0181	0.689
-0.003	0.69
0.0082	0.691
0.0052	0.692
-0.0091	0.693
-0.0203	0.694
-0.0256	0.695
-0.0233	0.696
-0.0091	0.697
0.0217	0.698
0.0532	0.699
0.0532	0.7
0.0292	0.701
0.0007	0.702
-0.0195	0.703
-0.024	0.704
-0.0195	0.705
-0.0083	0.706
-0.0015	0.707
0.0	0.708
-0.0068	0.709
-0.0165	0.71
-0.0105	0.711
-0.0075	0.712
-0.0008	0.713
0.0045	0.714
0.003	0.715
-0.0008	0.716
-0.0165	0.717
-0.0158	0.718
-0.0091	0.719
0.0165	0.72
0.063	0.721
0.0712	0.722
0.0442	0.723
0.024	0.724
0.0195	0.725
0.0187	0.726
0.006	0.727
-0.0105	0.728
-0.0398	0.729
-0.0691	0.73
-0.0691	0.731
-0.063	0.732
-0.0383	0.733
-0.0195	0.734
-0.0233	0.735
-0.0195	0.736
-0.027	0.737
-0.0263	0.738
-0.0218	0.739
-0.0188	0.74
0.006	0.741
0.027	0.742
0.042	0.743
0.0607	0.744
0.0615	0.745
0.0292	0.746
-0.0068	0.747
-0.0128	0.748
-0.0008	0.749
0.0112	0.75
0.0225	0.751
0.0457	0.752
0.054	0.753
0.0397	0.754
0.0277	0.755
0.018	0.756
0.009	0.757
0.003	0.758
-0.003	0.759
-0.003	0.76
-0.0023	0.761
-0.003	0.762
0.0015	0.763
0.0045	0.764
0.012	0.765
0.0097	0.766
-0.0038	0.767
-0.0098	0.768
-0.0225	0.769
-0.033	0.77
-0.0278	0.771
-0.0158	0.772
0.0052	0.773
0.0052	0.774
0.0015	0.775
0.0	0.776
-0.0008	0.777
0.0067	0.778
0.0135	0.779
0.021	0.78
0.0232	0.781
0.0232	0.782
0.0157	0.783
0.003	0.784
0.0022	0.785
-0.0098	0.786
-0.0203	0.787
-0.0158	0.788
-0.0128	0.789
-0.0128	0.79
-0.0053	0.791
0.0517	0.792
0.1207	0.793
0.1117	0.794
0.0765	0.795
0.033	0.796
-0.0405	0.797
-0.0893	0.798
-0.1215	0.799
-0.1193	0.8
-0.0668	0.801
0.009	0.802
0.0555	0.803
0.042	0.804
0.0037	0.805
-0.0563	0.806
-0.09	0.807
-0.099	0.808
-0.0893	0.809
-0.0518	0.81
-0.0195	0.811
0.0247	0.812
0.045	0.813
0.0382	0.814
0.0352	0.815
0.0292	0.816
0.033	0.817
0.0292	0.818
0.024	0.819
0.0157	0.82
0.0067	0.821
0.003	0.822
-0.0015	0.823
0.0127	0.824
0.0127	0.825
0.015	0.826
0.0337	0.827
0.0457	0.828
0.0517	0.829
0.0345	0.83
0.0075	0.831
-0.0105	0.832
-0.0105	0.833
0.0015	0.834
0.0142	0.835
0.0187	0.836
0.0142	0.837
0.0307	0.838
0.0457	0.839
0.024	0.84
-0.0068	0.841
-0.039	0.842
-0.063	0.843
-0.0691	0.844
-0.0691	0.845
-0.0473	0.846
-0.0143	0.847
0.0127	0.848
0.0315	0.849
0.0495	0.85
0.0712	0.851
0.0847	0.852
0.0967	0.853
0.072	0.854
0.0262	0.855
-0.0158	0.856
-0.0615	0.857
-0.0765	0.858
-0.0728	0.859
-0.057	0.86
-0.0353	0.861
-0.0248	0.862
-0.0068	0.863
0.003	0.864
0.0045	0.865
0.0007	0.866
0.0022	0.867
0.0337	0.868
0.0592	0.869
0.057	0.87
0.0375	0.871
0.003	0.872
-0.0263	0.873
-0.0405	0.874
-0.0405	0.875
-0.0293	0.876
-0.024	0.877
-0.0143	0.878
0.0037	0.879
0.015	0.88
0.0165	0.881
0.0165	0.882
0.0247	0.883
0.0217	0.884
0.0142	0.885
0.0142	0.886
-0.0046	0.887
-0.0203	0.888
-0.024	0.889
-0.0278	0.89
-0.0278	0.891
-0.0315	0.892
-0.024	0.893
-0.0068	0.894
0.0067	0.895
0.0082	0.896
0.0	0.897
0.0045	0.898
0.009	0.899
0.003	0.9
-0.0068	0.901
0.0007	0.902
0.0382	0.903
0.0705	0.904
0.0727	0.905
0.0517	0.906
0.024	0.907
-0.0181	0.908
-0.0465	0.909
-0.0503	0.91
-0.0555	0.911
-0.0368	0.912
0.0225	0.913
0.1372	0.914
0.2137	0.915
0.1875	0.916
0.1125	0.917
-0.0323	0.918
-0.1538	0.919
-0.216	0.92
-0.2258	0.921
-0.1785	0.922
-0.1388	0.923
-0.0788	0.924
-0.039	0.925
-0.0046	0.926
0.0337	0.927
0.039	0.928
0.0457	0.929
0.0427	0.93
0.0457	0.931
0.042	0.932
0.051	0.933
0.0667	0.934
0.0525	0.935
0.048	0.936
0.0292	0.937
0.0067	0.938
-0.0038	0.939
-0.0203	0.94
-0.0195	0.941
-0.0173	0.942
-0.0135	0.943
-0.003	0.944
0.0052	0.945
0.0165	0.946
0.0345	0.947
0.0532	0.948
0.0427	0.949
0.03	0.95
0.0202	0.951
-0.0068	0.952
-0.0195	0.953
-0.0233	0.954
-0.0248	0.955
-0.021	0.956
-0.0225	0.957
-0.0098	0.958
0.0022	0.959
0.0015	0.96
0.0075	0.961
0.0045	0.962
0.0037	0.963
0.0	0.964
-0.0015	0.965
0.024	0.966
0.0315	0.967
0.0097	0.968
0.0075	0.969
0.0142	0.97
0.0082	0.971
0.0015	0.972
0.0015	0.973
-0.012	0.974
-0.0368	0.975
-0.0428	0.976
-0.0398	0.977
-0.042	0.978
-0.0353	0.979
-0.0195	0.98
0.006	0.981
0.027	0.982
0.0322	0.983
0.0285	0.984
0.024	0.985
0.0277	0.986
0.024	0.987
0.0067	0.988
0.0022	0.989
0.0045	0.99
-0.0068	0.991
-0.0091	0.992
-0.0046	0.993
-0.0008	0.994
0.003	0.995
-0.0023	0.996
-0.003	0.997
-0.015	0.998
-0.0278	0.999
-0.024	1.0
-0.0233	1.001
-0.0098	1.002
0.0082	1.003
0.03	1.004
0.0367	1.005
0.024	1.006
0.0195	1.007
0.0067	1.008
0.0067	1.009
0.0165	1.01
0.0157	1.011
0.0135	1.012
0.0015	1.013
-0.0083	1.014
-0.0075	1.015
-0.0053	1.016
-0.0046	1.017
-0.003	1.018
-0.0053	1.019
-0.0053	1.02
0.0172	1.021
0.054	1.022
0.0975	1.023
0.1095	1.024
0.0532	1.025
0.0067	1.026
-0.0285	1.027
-0.0833	1.028
-0.1215	1.029
-0.1553	1.03
-0.1515	1.031
-0.1178	1.032
-0.0706	1.033
-0.012	1.034
0.0352	1.035
0.0735	1.036
0.072	1.037
0.0645	1.038
0.0465	1.039
0.009	1.04
0.003	1.041
0.0082	1.042
0.0172	1.043
0.0187	1.044
0.0127	1.045
0.0262	1.046
0.0517	1.047
0.0727	1.048
0.0712	1.049
0.0607	1.05
0.0442	1.051
0.0225	1.052
0.0157	1.053
0.0067	1.054
-0.0203	1.055
-0.048	1.056
-0.0675	1.057
-0.0713	1.058
-0.0578	1.059
-0.0548	1.06
-0.0368	1.061
0.0367	1.062
0.156	1.063
0.189	1.064
0.1102	1.065
0.0292	1.066
-0.0765	1.067
-0.1493	1.068
-0.1628	1.069
-0.1478	1.07
-0.0998	1.071
-0.0593	1.072
-0.012	1.073
0.024	1.074
0.0862	1.075
0.1477	1.076
0.1162	1.077
0.0615	1.078
-0.0113	1.079
-0.0758	1.08
-0.0945	1.081
-0.0968	1.082
-0.0668	1.083
-0.0353	1.084
0.0	1.085
0.039	1.086
0.051	1.087
0.0585	1.088
0.057	1.089
0.0382	1.09
0.0217	1.091
0.0195	1.092
0.0202	1.093
0.0157	1.094
0.0097	1.095
-0.0023	1.096
-0.0203	1.097
-0.0308	1.098
-0.0218	1.099
-0.003	1.1
0.0202	1.101
0.0315	1.102
0.0277	1.103
0.0255	1.104
0.0195	1.105
0.0105	1.106
0.0165	1.107
0.0142	1.108
0.0157	1.109
0.0195	1.11
0.0067	1.111
0.003	1.112
-0.0023	1.113
-0.012	1.114
-0.0225	1.115
-0.033	1.116
-0.0293	1.117
-0.0188	1.118
-0.0023	1.119
-0.003	1.12
-0.015	1.121
-0.0218	1.122
-0.0195	1.123
-0.0128	1.124
-0.0218	1.125
-0.0218	1.126
-0.0195	1.127
-0.0091	1.128
0.0007	1.129
0.0015	1.13
0.009	1.131
0.0112	1.132
0.0202	1.133
0.0142	1.134
0.003	1.135
0.0045	1.136
0.0052	1.137
0.0142	1.138
0.0105	1.139
0.0067	1.14
0.0082	1.141
0.0067	1.142
0.012	1.143
0.0127	1.144
0.0195	1.145
0.0382	1.146
0.057	1.147
0.0742	1.148
0.066	1.149
0.027	1.15
-0.0203	1.151
-0.057	1.152
-0.0653	1.153
-0.0653	1.154
-0.0668	1.155
-0.0495	1.156
-0.0428	1.157
-0.0353	1.158
-0.0195	1.159
-0.0165	1.16
-0.003	1.161
0.0105	1.162
0.0165	1.163
0.018	1.164
0.0105	1.165
0.012	1.166
0.0097	1.167
0.009	1.168
0.0105	1.169
0.0142	1.17
0.0225	1.171
0.0285	1.172
0.0397	1.173
0.0397	1.174
0.0232	1.175
0.0097	1.176
0.0015	1.177
0.009	1.178
0.0082	1.179
-0.0008	1.18
-0.0038	1.181
-0.012	1.182
-0.0091	1.183
-0.0023	1.184
-0.0053	1.185
-0.0053	1.186
-0.0008	1.187
0.0082	1.188
0.0082	1.189
0.0097	1.19
0.0105	1.191
-0.0046	1.192
-0.012	1.193
-0.0173	1.194
-0.0203	1.195
-0.0158	1.196
-0.0083	1.197
0.0045	1.198
0.0067	1.199
0.0075	1.2
0.009	1.201
0.003	1.202
0.0022	1.203
-0.0015	1.204
-0.0075	1.205
-0.012	1.206
-0.012	1.207
-0.0038	1.208
-0.0023	1.209
0.0007	1.21
0.0	1.211
-0.0038	1.212
0.0037	1.213
0.0127	1.214
0.0187	1.215
0.0157	1.216
0.0127	1.217
0.0105	1.218
0.0052	1.219
0.0097	1.22
0.0097	1.221
0.0045	1.222
-0.006	1.223
-0.0143	1.224
-0.0143	1.225
-0.0098	1.226
-0.0053	1.227
-0.0083	1.228
-0.0105	1.229
-0.0135	1.23
-0.0113	1.231
0.0007	1.232
0.018	1.233
0.0375	1.234
0.048	1.235
0.0427	1.236
0.0172	1.237
-0.0038	1.238
-0.0068	1.239
-0.0105	1.24
-0.012	1.241
-0.0091	1.242
-0.0053	1.243
-0.0053	1.244
-0.0098	1.245
-0.0098	1.246
-0.0105	1.247
-0.006	1.248
0.0	1.249
0.0105	1.25
0.0202	1.251
0.0127	1.252
0.0045	1.253
0.0067	1.254
0.0127	1.255
0.0052	1.256
-0.0083	1.257
-0.0158	1.258
-0.021	1.259
-0.015	1.26
-0.0075	1.261
0.0045	1.262
0.0135	1.263
0.0127	1.264
0.018	1.265
0.018	1.266
0.0127	1.267
0.0067	1.268
-0.003	1.269
-0.0008	1.27
-0.0023	1.271
-0.012	1.272
-0.0181	1.273
-0.0203	1.274
-0.0203	1.275
-0.0173	1.276
-0.0128	1.277
0.0007	1.278
0.015	1.279
0.0232	1.28
0.0232	1.281
0.0157	1.282
0.006	1.283
0.0037	1.284
0.0067	1.285
0.0075	1.286
0.0052	1.287
0.0022	1.288
0.0007	1.289
-0.003	1.29
-0.0015	1.291
-0.0015	1.292
-0.003	1.293
-0.0015	1.294
0.0015	1.295
0.0022	1.296
-0.0023	1.297
-0.0015	1.298
0.0045	1.299
0.0067	1.3
-0.0008	1.301
-0.0181	1.302
-0.0263	1.303
-0.0181	1.304
0.006	1.305
0.0345	1.306
0.042	1.307
0.0292	1.308
0.012	1.309
-0.0015	1.31
-0.0046	1.311
-0.0083	1.312
-0.0091	1.313
-0.0075	1.314
-0.0128	1.315
-0.0128	1.316
-0.0105	1.317
-0.0075	1.318
0.0007	1.319
0.0067	1.32
0.0247	1.321
0.0405	1.322
0.0292	1.323
0.0142	1.324
0.009	1.325
0.0022	1.326
-0.0008	1.327
0.0022	1.328
-0.003	1.329
-0.0075	1.33
-0.0105	1.331
-0.0105	1.332
0.0015	1.333
0.003	1.334
-0.0075	1.335
-0.0165	1.336
-0.0293	1.337
-0.0338	1.338
-0.0278	1.339
-0.0165	1.34
0.0015	1.341
0.0082	1.342
0.0097	1.343
0.0142	1.344
0.018	1.345
0.024	1.346
0.0187	1.347
0.0112	1.348
0.0052	1.349
-0.0015	1.35
0.0	1.351
-0.0008	1.352
0.0	1.353
-0.0008	1.354
-0.0023	1.355
0.0007	1.356
0.0037	1.357
0.0067	1.358
0.0082	1.359
0.009	1.36
0.0097	1.361
0.006	1.362
0.003	1.363
0.0045	1.364
0.0015	1.365
-0.0023	1.366
-0.0046	1.367
-0.0053	1.368
-0.0008	1.369
-0.0038	1.37
-0.0046	1.371
0.0015	1.372
0.003	1.373
0.0067	1.374
0.0007	1.375
-0.006	1.376
-0.0105	1.377
-0.0143	1.378
-0.0053	1.379
0.0067	1.38
0.0232	1.381
0.0315	1.382
0.024	1.383
0.0195	1.384
0.0112	1.385
-0.0015	1.386
-0.003	1.387
-0.0023	1.388
-0.0023	1.389
-0.003	1.39
-0.0091	1.391
-0.0113	1.392
-0.0068	1.393
0.0015	1.394
0.009	1.395
0.0097	1.396
0.0015	1.397
-0.012	1.398
-0.015	1.399
-0.012	1.4
-0.0083	1.401
-0.0068	1.402
-0.0075	1.403
-0.0015	1.404
0.003	1.405
0.0082	1.406
0.0127	1.407
0.0195	1.408
0.024	1.409
0.0142	1.41
0.0015	1.411
-0.0053	1.412
-0.0083	1.413
-0.0091	1.414
-0.0075	1.415
-0.0008	1.416
0.0007	1.417
-0.0008	1.418
0.0	1.419
0.0067	1.42
0.0127	1.421
0.0105	1.422
0.003	1.423
0.0015	1.424
0.0015	1.425
0.0037	1.426
0.006	1.427
0.006	1.428
0.0052	1.429
0.0	1.43
-0.0015	1.431
-0.0038	1.432
-0.0068	1.433
-0.003	1.434
-0.003	1.435
-0.006	1.436
-0.0113	1.437
-0.0158	1.438
-0.0135	1.439
-0.0053	1.44
0.0075	1.441
0.0127	1.442
0.009	1.443
0.0007	1.444
-0.003	1.445
0.0067	1.446
0.012	1.447
0.009	1.448
0.0112	1.449
0.0127	1.45
0.0097	1.451
0.0082	1.452
0.0045	1.453
-0.0015	1.454
0.0007	1.455
0.0037	1.456
0.0067	1.457
0.006	1.458
0.0022	1.459
-0.0015	1.46
-0.0023	1.461
-0.0053	1.462
-0.0128	1.463
-0.0158	1.464
-0.012	1.465
-0.0083	1.466
-0.0038	1.467
0.0075	1.468
0.0105	1.469
0.0105	1.47
0.0112	1.471
0.0127	1.472
0.0217	1.473
0.0262	1.474
0.033	1.475
0.0217	1.476
0.0052	1.477
-0.0053	1.478
-0.0195	1.479
-0.0248	1.48
-0.0278	1.481
-0.0256	1.482
-0.0203	1.483
-0.0181	1.484
-0.0068	1.485
-0.0023	1.486
-0.0008	1.487
0.0007	1.488
-0.0046	1.489
-0.0068	1.49
-0.0015	1.491
0.0045	1.492
0.0052	1.493
0.0015	1.494
0.0075	1.495
0.0225	1.496
0.0285	1.497
0.0247	1.498
0.018	1.499
0.0067	1.5
-0.0046	1.501
-0.0113	1.502
-0.0128	1.503
-0.0075	1.504
0.0015	1.505
0.0037	1.506
-0.003	1.507
-0.0068	1.508
-0.0083	1.509
